"사용월","호선명","지하철역","유임승차인원","무임승차인원","유임하차인원","무임하차인원","작업일자"
"201707","2호선","신도림","1627372","203130","1628522","194798","20170803"
"201707","2호선","신림","1889520","234868","1833721","240985","20170803"
"201707","2호선","신설동","83882","32718","81015","33977","20170803"
"201707","2호선","신정네거리","225657","64218","231748","65679","20170803"
"201707","2호선","신촌","1399536","139962","1426731","138310","20170803"
"201707","2호선","아현","242025","63781","226834","63512","20170803"
"201707","2호선","양천구청","158041","43455","167375","44330","20170803"
"201707","2호선","역삼","1239582","151077","1386723","154470","20170803"
"201707","2호선","영등포구청","539566","107831","550405","106383","20170803"
"201707","2호선","왕십리(성동구청)","530383","56932","436225","47947","20170803"
"201707","2호선","용답","61712","16378","60236","15787","20170803"
"201707","2호선","용두(동대문구청)","47210","22296","48310","23367","20170803"
"201707","2호선","을지로3가","516019","85704","518379","83958","20170803"
"201707","2호선","을지로4가","273762","90274","267695","85109","20170803"
"201707","2호선","을지로입구","1299176","112377","1305600","104419","20170803"
"201707","2호선","이대","483767","71729","509149","71754","20170803"
"201707","2호선","잠실(송파구청)","2451032","220941","2292699","207011","20170803"
"201707","2호선","잠실나루","434740","85642","413771","86338","20170803"
"201707","2호선","잠실새내","688795","115336","697390","113243","20170803"
"201707","2호선","종합운동장","442483","55761","490137","60112","20170803"
"201707","2호선","충정로(경기대입구)","290257","50762","310551","51083","20170803"
"201707","2호선","한양대","252192","14443","280999","15544","20170803"
"201707","2호선","합정","924008","70080","993747","70580","20170803"
"201707","2호선","강변(동서울터미널)","1290894","136962","1293588","134951","20170803"
"201707","3호선","가락시장","230213","68115","222508","66532","20170803"
"201707","3호선","홍제","429598","146130","396083","145266","20170803"
"201707","3호선","경찰병원","185690","38177","183552","38877","20170803"
"201707","3호선","고속터미널","1679332","186739","1592524","177770","20170803"
"201707","3호선","교대(법원.검찰청)","369843","66194","252813","43049","20170803"
"201707","3호선","구파발","514512","99967","466840","92770","20170803"
"201707","3호선","금호","204478","54957","186338","54417","20170803"
"201707","3호선","남부터미널(예술의전당)","919112","121753","955300","122257","20170803"
"201707","3호선","녹번","318556","64542","264958","62806","20170803"
"201707","3호선","대청","254913","54535","223687","52010","20170803"
"201707","3호선","대치","319541","59720","303366","56925","20170803"
"201707","3호선","도곡","172156","28468","165959","24033","20170803"
"201707","3호선","독립문","163499","69717","165415","69965","20170803"
"201707","3호선","동대입구","268561","35422","296201","36872","20170803"
"201707","3호선","매봉","283119","54505","276732","49885","20170803"
"201707","3호선","무악재","92394","32840","89990","35319","20170803"
"201707","3호선","불광","427816","150886","464139","166330","20170803"
"201707","3호선","수서","427990","93970","426422","91005","20170803"
"201707","3호선","신사","863023","67532","936403","64554","20170803"
"201707","1호선","동대문","322260","132485","381943","139709","20170803"
"201707","1호선","동묘앞","156934","130134","170694","132871","20170803"
"201707","1호선","서울역","1343644","197668","1302475","192521","20170803"
"201707","1호선","시청","610956","89441","622716","86769","20170803"
"201707","1호선","청량리(서울시립대입구)","476943","327285","495862","332554","20170803"
"201707","1호선","제기동","278268","292021","271638","308591","20170803"
"201707","1호선","종각","1213479","149545","1166614","141028","20170803"
"201707","1호선","종로3가","711168","346276","679184","321599","20170803"
"201707","1호선","종로5가","490397","261821","507166","251811","20170803"
"201707","1호선","신설동","339715","118029","332075","112667","20170803"
"201707","2호선","강남","3132653","163695","3161388","146607","20170803"
"201707","2호선","홍대입구","2240520","111382","2406737","107716","20170803"
"201707","2호선","건대입구","1219058","91808","1350394","94952","20170803"
"201707","2호선","교대(법원.검찰청)","950848","157706","1067467","174303","20170803"
"201707","2호선","구로디지털단지","1726826","166332","1726552","168881","20170803"
"201707","4호선","동작(현충원)","53230","19364","56466","19410","20170803"
"201707","4호선","명동","1037573","67931","1116891","70027","20170803"
"201707","4호선","미아(서울사이버대학)","431138","129230","382347","130107","20170803"
"201707","4호선","미아사거리","800367","190279","762069","191935","20170803"
"201707","4호선","사당","780479","89817","633968","88663","20170803"
"201707","4호선","삼각지","120697","32484","150435","34200","20170803"
"201707","4호선","상계","535316","117144","470427","115696","20170803"
"201707","4호선","서울역","324137","38286","568979","47014","20170803"
"201707","4호선","성신여대입구(돈암)","666891","104242","619155","99788","20170803"
"201707","4호선","수유(강북구청)","1087638","252449","1058007","253427","20170803"
"201707","4호선","숙대입구(갈월)","410248","57881","405654","54233","20170803"
"201707","4호선","신용산","349639","46956","371139","47093","20170803"
"201707","4호선","쌍문","849207","168036","724593","162093","20170803"
"201707","4호선","이촌(국립중앙박물관)","246725","45302","275629","48597","20170803"
"201707","4호선","창동","706116","184923","750478","194982","20170803"
"201707","4호선","총신대입구(이수)","512135","137694","579225","147004","20170803"
"201707","4호선","충무로","786282","124140","823840","125387","20170803"
"201707","4호선","한성대입구(삼선교)","383343","76541","359016","75408","20170803"
"201707","4호선","혜화","1104006","129033","1165314","130261","20170803"
"201707","4호선","남태령","64529","9159","26728","7492","20170803"
"201707","5호선","강동","463135","92392","395530","84505","20170803"
"201707","5호선","화곡","747353","137768","680996","133093","20170803"
"201707","5호선","개화산","142819","35016","133238","33368","20170803"
"201707","5호선","거여","152794","49708","143289","48110","20170803"
"201707","5호선","고덕","229921","61083","223181","59377","20170803"
"201707","5호선","공덕","349728","44258","376210","40883","20170803"
"201707","5호선","광나루(장신대)","348770","60847","308792","58404","20170803"
"201707","5호선","광화문(세종문화회관)","985589","76556","1033726","74425","20170803"
"201707","5호선","군자(능동)","292554","37382","367011","44922","20170803"
"201707","5호선","굽은다리(강동구민회관앞)","238399","62368","225702","57730","20170803"
"201707","5호선","길동","170326","59608","176658","61162","20170803"
"201707","5호선","김포공항","214382","31146","184107","30532","20170803"
"201707","5호선","까치산","748256","152427","698755","154328","20170803"
"201707","5호선","답십리","402313","82901","361198","80719","20170803"
"201707","5호선","동대문역사문화공원","74510","10980","89631","11569","20170803"
"201707","5호선","둔촌동","294503","76244","289406","78843","20170803"
"201707","5호선","마곡","157431","23348","136092","22059","20170803"
"201707","5호선","마장","136700","42765","126365","41819","20170803"
"201707","5호선","마천","106707","46967","104111","49699","20170803"
"201707","5호선","마포","351527","62419","363583","62425","20170803"
"201707","5호선","명일","183094","60306","185790","60992","20170803"
"201707","5호선","목동","466651","82255","494126","83948","20170803"
"201707","5호선","발산","347527","63051","349860","59254","20170803"
"201707","2호선","구의(광진구청)","597620","102852","571370","104296","20170803"
"201707","2호선","낙성대","809521","109164","766042","110204","20170803"
"201707","2호선","당산","555439","65071","633397","70462","20170803"
"201707","2호선","대림(구로구청)","799453","112448","824418","116394","20170803"
"201707","2호선","도림천","27750","6313","30522","7038","20170803"
"201707","2호선","동대문역사문화공원","509108","59033","590915","63673","20170803"
"201707","2호선","뚝섬","414424","62803","445904","63108","20170803"
"201707","2호선","문래","486950","82336","497266","81798","20170803"
"201707","2호선","방배","486203","78865","493754","78612","20170803"
"201707","2호선","봉천","567814","149090","506596","149545","20170803"
"201707","2호선","사당","1036285","187164","1247050","180190","20170803"
"201707","2호선","삼성(무역센터)","1688977","123549","1746546","116470","20170803"
"201707","2호선","상왕십리","332129","65874","313041","67041","20170803"
"201707","2호선","서울대입구(관악구청)","1398282","209899","1362760","202622","20170803"
"201707","2호선","서초","594889","79630","598170","79664","20170803"
"201707","2호선","선릉","1446396","197817","1236345","169980","20170803"
"201707","2호선","성수","690943","97188","760844","99123","20170803"
"201707","2호선","시청","654466","56065","630873","51625","20170803"
"201707","2호선","신답","30558","9989","34886","10942","20170803"
"201707","2호선","신당","343757","104543","359243","106694","20170803"
"201707","2호선","신대방","731586","130249","681210","132255","20170803"
"201707","5호선","장한평","456465","95921","454433","97579","20170803"
"201707","5호선","종로3가","319986","122234","305399","126163","20170803"
"201707","5호선","천호(풍납토성)","476740","147452","494213","155622","20170803"
"201707","5호선","청구","95789","26822","93700","20933","20170803"
"201707","5호선","충정로(경기대입구)","111901","18107","112107","18681","20170803"
"201707","5호선","행당","204288","46766","177126","42610","20170803"
"201707","5호선","개롱","161800","44135","160506","45381","20170803"
"201707","6호선","고려대(종암)","235125","32548","222239","33316","20170803"
"201707","6호선","효창공원앞","172191","39999","156195","37867","20170803"
"201707","6호선","광흥창(서강)","232056","55577","225657","54466","20170803"
"201707","6호선","구산","193922","56157","130200","57276","20170803"
"201707","6호선","녹사평(용산구청)","199411","20127","210352","19700","20170803"
"201707","6호선","대흥(서강대앞)","197932","44236","210033","44445","20170803"
"201707","6호선","독바위","68668","20639","69542","24501","20170803"
"201707","6호선","돌곶이","219690","62083","196681","61619","20170803"
"201707","6호선","동묘앞","200699","62677","202949","57513","20170803"
"201707","6호선","디지털미디어시티","355208","56083","401633","56453","20170803"
"201707","6호선","마포구청","327656","78193","287136","72566","20170803"
"201707","6호선","망원","327465","81076","357863","85352","20170803"
"201707","6호선","버티고개","57217","14108","51788","16166","20170803"
"201707","6호선","보문","216298","36678","191451","34831","20170803"
"201707","6호선","봉화산(서울의료원)","226576","51391","207710","50308","20170803"
"201707","6호선","불광","133354","43239","133871","34398","20170803"
"201707","6호선","삼각지","194790","19888","155456","16926","20170803"
"201707","6호선","상수","305152","22838","362147","23597","20170803"
"201707","6호선","상월곡(한국과학기술연구원)","133669","37589","117472","36938","20170803"
"201707","6호선","새절(신사)","306259","84920","283689","86692","20170803"
"201707","6호선","석계","310049","73573","312642","75242","20170803"
"201707","6호선","신당","209050","39282","218846","38383","20170803"
"201707","6호선","안암(고대병원앞)","339093","30835","343045","29652","20170803"
"201707","6호선","약수","85392","23417","85520","20787","20170803"
"201707","6호선","역촌","84116","35802","103564","35046","20170803"
"201707","6호선","연신내","18","1","0","0","20170803"
"201707","6호선","월곡(동덕여대)","295676","69590","279266","69815","20170803"
"201707","6호선","월드컵경기장(성산)","167633","50502","183885","51126","20170803"
"201707","6호선","응암","424975","108384","412662","108313","20170803"
"201707","6호선","이태원","472828","33687","539942","35819","20170803"
"201707","6호선","증산(명지대앞)","247388","68660","230188","67926","20170803"
"201707","6호선","창신","87788","17433","68049","16600","20170803"
"201707","6호선","청구","96124","18716","100648","23021","20170803"
"201707","6호선","태릉입구","127270","26003","147689","27026","20170803"
"201707","6호선","한강진","188725","13703","230579","13262","20170803"
"201707","6호선","합정","415274","39116","371895","35773","20170803"
"201707","3호선","안국","621266","125658","665115","134181","20170803"
"201707","3호선","압구정","896485","140258","980137","138150","20170803"
"201707","3호선","약수","344190","83225","331856","81066","20170803"
"201707","3호선","양재(서초구청)","1025021","160384","1118374","161775","20170803"
"201707","3호선","연신내","1019676","258753","946837","250788","20170803"
"201707","3호선","오금","178535","26425","158619","24699","20170803"
"201707","3호선","옥수","245082","59058","260294","60182","20170803"
"201707","3호선","을지로3가","226023","59260","253510","58039","20170803"
"201707","3호선","일원","204452","54188","211731","56773","20170803"
"201707","3호선","잠원","147876","33990","141988","32980","20170803"
"201707","3호선","종로3가","221830","54541","305358","61067","20170803"
"201707","3호선","지축","22342","10118","25100","12817","20170803"
"201707","3호선","충무로","29","2","0","0","20170803"
"201707","3호선","학여울","65418","13463","67464","13612","20170803"
"201707","3호선","경복궁(정부서울청사)","604861","85558","633548","82569","20170803"
"201707","4호선","길음","624130","141187","587717","143122","20170803"
"201707","4호선","회현(남대문시장)","690312","213628","737858","213415","20170803"
"201707","4호선","노원","596448","91240","685111","89383","20170803"
"201707","4호선","당고개","308032","95667","286853","95280","20170803"
"201707","4호선","동대문","604927","157276","619306","146613","20170803"
"201707","4호선","동대문역사문화공원","644998","63167","587950","56593","20170803"
"201707","7호선","면목","374369","84112","352379","86252","20170803"
"201707","7호선","반포","159472","30727","155232","29847","20170803"
"201707","7호선","보라매","235918","41284","239802","40803","20170803"
"201707","7호선","부천시청","343915","47347","347990","45958","20170803"
"201707","7호선","부천종합운동장","135967","17258","120969","16725","20170803"
"201707","7호선","부평구청","320829","29949","248948","26747","20170803"
"201707","7호선","사가정","382278","91463","374344","91346","20170803"
"201707","7호선","삼산체육관","144650","24897","128032","24103","20170803"
"201707","7호선","상도","266706","59645","247163","56371","20170803"
"201707","7호선","상동","380048","44450","394417","44985","20170803"
"201707","7호선","상봉(시외버스터미널)","440717","69046","423979","66290","20170803"
"201707","7호선","수락산","333647","88760","320703","89361","20170803"
"201707","7호선","숭실대입구(살피재)","336988","56306","328188","58045","20170803"
"201707","7호선","신대방삼거리","394263","92557","370932","94342","20170803"
"201707","7호선","신중동","381280","47822","375603","46228","20170803"
"201707","7호선","신풍","281118","68659","264697","69386","20170803"
"201707","7호선","어린이대공원(세종대)","353294","43753","345852","42451","20170803"
"201707","7호선","온수(성공회대입구)","272482","34523","257594","34223","20170803"
"201707","7호선","용마산","157357","34932","140037","38485","20170803"
"201707","7호선","이수","430588","76433","429785","74106","20170803"
"201707","7호선","장승배기","260424","78805","248589","79899","20170803"
"201707","7호선","장암","70180","10540","28070","7831","20170803"
"201707","7호선","중계","377533","91170","340349","89513","20170803"
"201707","7호선","중곡","244702","59313","218908","60427","20170803"
"201707","7호선","중화","274723","58787","258152","58466","20170803"
"201707","7호선","천왕","209664","44746","191204","44567","20170803"
"201707","7호선","철산","630461","99359","639343","99207","20170803"
"201707","7호선","청담","538044","72469","633823","70381","20170803"
"201707","7호선","춘의","229686","27358","221327","26711","20170803"
"201707","7호선","태릉입구","218695","39063","198852","35095","20170803"
"201707","7호선","하계","493929","105044","462311","99679","20170803"
"201707","7호선","강남구청","387323","45460","433661","45777","20170803"
"201707","8호선","가락시장","158251","47400","195634","47797","20170803"
"201707","8호선","천호(풍납토성)","467404","90626","539494","85190","20170803"
"201707","8호선","남한산성입구(성남법원.검찰청)","336667","71378","291896","69554","20170803"
"201707","8호선","단대오거리","271464","65170","256767","61216","20170803"
"201707","8호선","모란","88784","49281","71148","34563","20170803"
"201707","8호선","몽촌토성(평화의문)","152476","38749","164565","38413","20170803"
"201707","8호선","문정","365074","44481","381948","43921","20170803"
"201707","8호선","복정","255129","41133","197909","36816","20170803"
"201707","8호선","산성","150868","34088","143317","38210","20170803"
"201707","8호선","석촌","202474","56827","214269","57463","20170803"
"201707","8호선","송파","132743","34929","131334","34597","20170803"
"201707","5호선","방이","169531","41645","171960","41635","20170803"
"201707","5호선","방화","179489","47551","168861","46414","20170803"
"201707","5호선","상일동","283824","60094","227220","57368","20170803"
"201707","5호선","서대문","425976","67819","438685","63995","20170803"
"201707","5호선","송정","215593","61065","207392","62144","20170803"
"201707","5호선","신금호","142610","35256","139185","39411","20170803"
"201707","5호선","신길","80892","12487","93594","12736","20170803"
"201707","5호선","신정(은행정)","375930","58607","289457","56820","20170803"
"201707","5호선","아차산(어린이대공원후문)","349555","87569","328975","83153","20170803"
"201707","5호선","애오개","177906","39468","178262","37886","20170803"
"201707","5호선","양평","159812","27303","162351","27587","20170803"
"201707","5호선","여의나루","260048","29185","277484","28638","20170803"
"201707","5호선","여의도","614220","50911","679957","49500","20170803"
"201707","5호선","영등포구청","83451","19255","88721","18728","20170803"
"201707","5호선","영등포시장","181057","73110","200172","74653","20170803"
"201707","5호선","오금","90317","16533","90685","16108","20170803"
"201707","5호선","오목교(목동운동장앞)","663981","84456","719513","83051","20170803"
"201707","5호선","올림픽공원(한국체대)","144713","33231","138364","29910","20170803"
"201707","5호선","왕십리(성동구청)","129001","25004","159403","24377","20170803"
"201707","5호선","우장산","388609","78957","378206","82041","20170803"
"201707","5호선","을지로4가","103432","40652","118068","42352","20170803"
"201707","9호선","선유도","176794","25873","175974","25662","20170803"
"201707","9호선","신논현","867015","50352","872247","47404","20170803"
"201707","9호선","신목동","103751","17134","91836","15924","20170803"
"201707","9호선","신반포","85220","23099","84190","23943","20170803"
"201707","9호선","신방화","205778","43989","198577","44493","20170803"
"201707","9호선","양천향교","197705","38281","197807","37672","20170803"
"201707","9호선","여의도","540647","40886","520853","37164","20170803"
"201707","9호선","염창","421641","58710","401690","57839","20170803"
"201707","9호선","증미","171986","42212","178135","42912","20170803"
"201707","9호선","흑석(중앙대입구)","213423","50448","222791","51897","20170803"
"201707","9호선2단계","봉은사","384585","37289","373943","35459","20170803"
"201707","9호선2단계","삼성중앙","129806","18921","136362","18570","20170803"
"201707","9호선2단계","종합운동장","175347","14746","142785","12110","20170803"
"201707","9호선2단계","언주","221975","23650","223067","23005","20170803"
"201707","9호선2단계","선정릉","186899","18469","192876","17720","20170803"
"201707","경강선","초월","58387","9479","54407","9168","20170803"
"201707","경강선","판교","79928","9881","81140","8065","20170803"
"201707","경강선","부발","41367","5855","38035","5370","20170803"
"201707","경강선","삼동","35874","6279","26750","6414","20170803"
"201707","경강선","세종대왕릉","5210","2664","5170","2717","20170803"
"201707","경강선","곤지암","44887","10651","43716","10832","20170803"
"201707","경강선","여주","42753","14790","42932","14557","20170803"
"201707","경강선","이매","35737","8435","22643","6253","20170803"
"201707","경강선","이천","60677","10440","63965","11652","20170803"
"201707","경강선","경기광주","141305","19510","136000","20311","20170803"
"201707","경강선","신둔도예촌","24175","5307","21436","4857","20170803"
"201707","경부선","지제","46820","5852","44888","5720","20170803"
"201707","경부선","명학","243900","41795","241744","41914","20170803"
"201707","경부선","진위","42047","7861","37979","7360","20170803"
"201707","경부선","천안","150826","59554","148437","59026","20170803"
"201707","경부선","평택","344770","67413","338162","65960","20170803"
"201707","경부선","화서","202383","39447","198818","40141","20170803"
"201707","경부선","병점","366073","56521","366093","56222","20170803"
"201707","경부선","서동탄","38834","9000","33999","8589","20170803"
"201707","경부선","서울역","166933","11066","24879","1313","20170803"
"201707","경부선","서정리","116746","27396","116686","26955","20170803"
"201707","경부선","석수","288985","46594","249523","44132","20170803"
"201707","경부선","성균관대","382844","46750","366193","47107","20170803"
"201707","경부선","성환","87293","20626","87370","20039","20170803"
"201707","경부선","세류","106749","19496","98801","19247","20170803"
"201707","경부선","세마","65347","12891","57431","12363","20170803"
"201707","경부선","송탄","124380","23725","121605","23763","20170803"
"201707","경부선","수원","1131904","142475","1217821","150520","20170803"
"201707","6호선","화랑대(서울여대입구)","330234","45068","244790","40769","20170803"
"201707","6호선","공덕","461483","69467","454683","66405","20170803"
"201707","7호선","가산디지털단지","1109127","71809","1110915","67481","20170803"
"201707","7호선","학동","563573","57283","630317","54573","20170803"
"201707","7호선","건대입구","433628","52073","474635","48148","20170803"
"201707","7호선","고속터미널","555361","77110","473450","68739","20170803"
"201707","7호선","공릉(서울과학기술대)","307855","65775","305252","66612","20170803"
"201707","7호선","광명사거리","658830","147027","633841","149613","20170803"
"201707","7호선","군자(능동)","363270","76231","217584","56495","20170803"
"201707","7호선","굴포천","240026","32269","248729","32890","20170803"
"201707","7호선","까치울","178455","24843","163854","24672","20170803"
"201707","7호선","남구로","425540","57949","444058","59513","20170803"
"201707","7호선","남성","280967","68786","256204","69456","20170803"
"201707","7호선","내방","362153","62537","376128","60620","20170803"
"201707","7호선","노원","527351","114058","579256","114191","20170803"
"201707","7호선","논현","533276","51125","594057","50112","20170803"
"201707","7호선","대림(구로구청)","289807","35132","292470","33777","20170803"
"201707","7호선","도봉산","224536","39564","260874","54331","20170803"
"201707","7호선","뚝섬유원지","227169","44012","218598","43872","20170803"
"201707","7호선","마들","284898","74340","256393","73412","20170803"
"201707","7호선","먹골","263107","58625","247691","59445","20170803"
"201707","경부선","직산","22800","5492","24068","5534","20170803"
"201707","경원선","지행","173234","45972","170795","45396","20170803"
"201707","경원선","방학","204219","102192","193298","102303","20170803"
"201707","경원선","청량리(서울시립대입구)","318297","137232","355749","145984","20170803"
"201707","경원선","한남","104639","33106","106294","31243","20170803"
"201707","경원선","회룡","250959","137132","236617","137014","20170803"
"201707","경원선","보산","41025","15390","38368","14759","20170803"
"201707","경원선","서빙고","50477","15940","52393","15717","20170803"
"201707","경원선","석계","252112","64027","279591","68511","20170803"
"201707","경원선","소요산","59951","87647","46258","76744","20170803"
"201707","경원선","신이문","226456","65832","192875","64757","20170803"
"201707","경원선","양주","219577","53447","189981","51086","20170803"
"201707","경원선","옥수","1425","107","835","59","20170803"
"201707","경원선","왕십리(성동구청)","456474","61755","523946","66419","20170803"
"201707","경원선","외대앞","284619","56013","264073","55333","20170803"
"201707","경원선","월계","104199","54267","93950","51656","20170803"
"201707","경원선","응봉","41127","18844","34041","17083","20170803"
"201707","경원선","의정부","534675","120954","565735","123004","20170803"
"201707","경원선","이촌(국립중앙박물관)","109627","29205","83013","23741","20170803"
"201707","경원선","가능","165952","61938","154003","60658","20170803"
"201707","경원선","광운대","214799","54521","195325","53839","20170803"
"201707","경원선","녹양","114485","33681","104404","32124","20170803"
"201707","경원선","녹천","119792","40163","93752","37056","20170803"
"201707","경원선","덕계","49003","18071","43787","17683","20170803"
"201707","경원선","덕정","158725","35261","153775","36324","20170803"
"201707","경원선","도봉","129689","69675","121453","69725","20170803"
"201707","경원선","도봉산","157699","85487","83478","68026","20170803"
"201707","경원선","동두천","46101","19743","55408","28457","20170803"
"201707","경원선","동두천중앙","81515","38339","75500","39055","20170803"
"201707","경원선","망월사","166581","69851","167131","71858","20170803"
"201707","경원선","창동","3","0","0","0","20170803"
"201707","경의선","일산","223544","56063","213599","56485","20170803"
"201707","경의선","백마","167673","32050","152507","32364","20170803"
"201707","경의선","파주","32217","7687","21731","6136","20170803"
"201707","경의선","풍산","114024","28980","105221","28610","20170803"
"201707","경의선","행신","194041","35288","183704","35598","20170803"
"201707","경의선","홍대입구","45810","5212","65926","6145","20170803"
"201707","경의선","화전","45929","10579","42079","10313","20170803"
"201707","경의선","효창공원앞","53549","12062","58734","13051","20170803"
"201707","경의선","서강대","58787","9448","57309","8812","20170803"
"201707","경의선","서울역","75950","11295","85761","12491","20170803"
"201707","경의선","수색","56109","17501","58455","17941","20170803"
"201707","경의선","신촌","20145","3395","26684","3978","20170803"
"201707","8호선","수진","119367","44648","107065","44309","20170803"
"201707","8호선","신흥","103425","43893","108774","45526","20170803"
"201707","8호선","암사","456221","89326","391778","88330","20170803"
"201707","8호선","잠실(송파구청)","351266","64005","421956","59556","20170803"
"201707","8호선","장지","459853","64447","453266","61855","20170803"
"201707","8호선","강동구청","256867","60177","261285","61343","20170803"
"201707","9호선","가양","512655","118817","489802","115838","20170803"
"201707","9호선","개화","161732","34039","105213","27322","20170803"
"201707","9호선","고속터미널","363928","49179","579199","59095","20170803"
"201707","9호선","공항시장","67618","20932","75754","23250","20170803"
"201707","9호선","구반포","73157","23237","78144","23734","20170803"
"201707","9호선","국회의사당","420476","53310","430557","46532","20170803"
"201707","9호선","김포공항","277144","20362","346782","22066","20170803"
"201707","9호선","노들","114358","29744","95941","28276","20170803"
"201707","9호선","노량진","780728","79061","810230","81291","20170803"
"201707","9호선","당산","474876","60529","446465","55913","20170803"
"201707","9호선","동작(현충원)","43818","11577","32300","9722","20170803"
"201707","9호선","등촌","236211","77731","231163","78621","20170803"
"201707","9호선","마곡나루","133523","11340","126616","11070","20170803"
"201707","9호선","사평","68341","14181","64085","13915","20170803"
"201707","9호선","샛강","132131","25032","141565","25197","20170803"
"201707","경인선","소사","293836","82449","281508","80352","20170803"
"201707","경인선","송내","846418","115996","831162","113938","20170803"
"201707","경인선","역곡","743934","142134","708226","144025","20170803"
"201707","경인선","오류동","275044","85766","251088","83534","20170803"
"201707","경인선","온수(성공회대입구)","164971","44335","157447","44416","20170803"
"201707","경인선","간석","158275","46654","147042","45255","20170803"
"201707","경인선","개봉","563599","153955","558375","160196","20170803"
"201707","경인선","구일","197376","35632","201665","35252","20170803"
"201707","경인선","도원","88121","36213","89303","37829","20170803"
"201707","경인선","도화","85635","38422","75027","37605","20170803"
"201707","경인선","동암","494659","107423","489765","108145","20170803"
"201707","경인선","동인천","421472","126542","399342","123011","20170803"
"201707","경춘선","평내호평","139071","41103","132010","38766","20170803"
"201707","경춘선","천마산","27993","15000","24969","14947","20170803"
"201707","경춘선","춘천","40333","22013","36391","17752","20170803"
"201707","경춘선","굴봉산","5765","2323","4706","2229","20170803"
"201707","경춘선","청평","68670","16866","65626","16666","20170803"
"201707","경춘선","강촌","16214","5010","13241","4973","20170803"
"201707","경춘선","갈매","42442","12218","36627","10753","20170803"
"201707","경춘선","가평","75634","14096","80109","13657","20170803"
"201707","경춘선","마석","83297","30863","83271","31388","20170803"
"201707","경춘선","남춘천","64047","23865","68629","26245","20170803"
"201707","경춘선","백양리","4148","1324","3164","1261","20170803"
"201707","경춘선","김유정","11720","3031","12976","3188","20170803"
"201707","경춘선","별내","57391","16119","55437","15733","20170803"
"201707","경춘선","사릉","87265","18598","80087","18318","20170803"
"201707","경춘선","상천","7315","4822","6458","4696","20170803"
"201707","경춘선","대성리","26944","5711","25967","5231","20170803"
"201707","경춘선","금곡","30428","15104","28809","14632","20170803"
"201707","경춘선","신내","15408","7696","17439","7009","20170803"
"201707","경춘선","퇴계원","81060","24338","71441","23592","20170803"
"201707","공항철도 1호선","공항화물청사","68064","8178","76378","8064","20170803"
"201707","공항철도 1호선","공덕","46805","5768","62160","6565","20170803"
"201707","공항철도 1호선","계양","291637","29853","269796","28982","20170803"
"201707","공항철도 1호선","검암","246811","23659","244049","24036","20170803"
"201707","공항철도 1호선","운서","147023","23485","149690","23050","20170803"
"201707","공항철도 1호선","영종","44121","12202","43330","12278","20170803"
"201707","공항철도 1호선","서울역","306767","28258","246876","24277","20170803"
"201707","공항철도 1호선","홍대입구","259577","17146","259215","16113","20170803"
"201707","공항철도 1호선","청라국제도시","150488","8429","143809","8470","20170803"
"201707","공항철도 1호선","인천국제공항","484888","51522","478463","48583","20170803"
"201707","공항철도 1호선","디지털미디어시티","320992","21342","283841","19804","20170803"
"201707","공항철도 1호선","김포공항","300340","18196","197088","14196","20170803"
"201707","경부선","신길","262216","46078","207417","41951","20170803"
"201707","경부선","신도림","96954","21813","95807","23841","20170803"
"201707","경부선","안양","642475","112693","628511","115182","20170803"
"201707","경부선","영등포","1224018","284301","1314497","285738","20170803"
"201707","경부선","오산","259895","41504","250072","41920","20170803"
"201707","경부선","오산대","62969","13950","59310","13455","20170803"
"201707","경부선","용산","1071126","130491","1097135","129989","20170803"
"201707","경부선","의왕","215635","37714","204204","37710","20170803"
"201707","경부선","가산디지털단지","435321","28914","518042","31930","20170803"
"201707","경부선","관악","199515","52698","185669","51989","20170803"
"201707","경부선","광명","45438","3715","39891","3556","20170803"
"201707","경부선","구로","535679","90652","562341","87294","20170803"
"201707","경부선","군포","186927","33498","181850","32294","20170803"
"201707","경부선","금정","715991","103021","714539","102676","20170803"
"201707","경부선","금천구청","266641","72131","246668","72590","20170803"
"201707","경부선","남영","276628","38830","296111","40477","20170803"
"201707","경부선","노량진","409567","42451","373495","39467","20170803"
"201707","경부선","당정","176428","30208","167932","29424","20170803"
"201707","경부선","대방","385502","71965","381364","72119","20170803"
"201707","경부선","독산","415509","63485","436602","66786","20170803"
"201707","경부선","두정","137315","22992","137733","23758","20170803"
"201707","분당선","보정","58737","23641","44460","22253","20170803"
"201707","분당선","복정","7","0","0","0","20170803"
"201707","분당선","상갈","126266","30222","118424","27845","20170803"
"201707","분당선","서울숲","178738","21901","177523","21517","20170803"
"201707","분당선","서현","721331","127710","740519","125298","20170803"
"201707","분당선","선릉","233347","26433","488137","44371","20170803"
"201707","분당선","선정릉","193657","35212","218095","35835","20170803"
"201707","분당선","수내","349799","80619","351456","81583","20170803"
"201707","분당선","수서","356589","58116","365343","59510","20170803"
"201707","분당선","수원","263577","27154","165180","15434","20170803"
"201707","분당선","수원시청","297592","33287","336493","33858","20170803"
"201707","분당선","신갈","107654","30192","102693","29902","20170803"
"201707","분당선","압구정로데오","407619","37175","469555","35592","20170803"
"201707","분당선","야탑","696733","155045","737092","153592","20170803"
"201707","분당선","영통","234207","26209","239076","26432","20170803"
"201707","분당선","오리","345108","89710","286826","74034","20170803"
"201707","분당선","이매","139301","37260","136484","37978","20170803"
